Avtosalon,Qiymet,Valyuta,Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Yeniləndi,Baxışların sayı,Extra,Etrafli,Sahiblər,Hansı bazar üçün yığılıb,Yerlərin sayı,Qəzalı
1,159500,EUR,Bakı,BMW,740,2023,Sedan,Qara,3.0 L/380 a.g./Benzin,0 km,Avtomat,Arxa,Bəli,"Vuruğu yoxdur, rənglənməyib", 20.05.2023,22962,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası","BMW 740i ""M пакет"" 2023 МОДЕЛЬ ! FULL версия! Машина на ЗАКАЗ! Цвет - ""Black Sapphire Metallic"" Кожа - ""BMW Individual MERINO Amarone"" Разгон до 100 км/ч за 5.4 секунд! Модель 2023. Гарантия с 2023. Полный пакет ОПЦИЙ, включает: -- AUTOMATIC DOORS BMW Individual INTERIOR: -- ""BMW Individual MERINO Amarone"" Leather -- Обивка потолка салона ALCANTARA Antracite -- Interior Trim Finishers ""Oak mirror finish grey-metallic high-gloss"" -- Multifunctional Seats front driver & f. passenger -- Rear Multifunction Seats M SPORT Package: -- R21"" BMW Individual 910 / Multicolour Dark Grey 3D -- M руль -- Chrome Line Exterior -- M Sport Exterior Parts -- M Sport Interior Parts -- INTEGRAL ACTIVE STEERING -- Recuperation system -- Ambient Light -- BMW NATURAL Interaction -- АДАПТИВНАЯ пневматическая подвеска -- 8-ступенчатой автоматической коробка Sport Steptronic (АКПП ) -- Активная ВЕНТИЛЯЦИЯ передних сидений -- Активная ВЕНТИЛЯЦИЯ задних сидений -- Обогрев передних и задних сидений -- Функция МАССАЖА для передних сидений -- Функция МАССАЖА для задних сидений -- Аудиосистема Bowers & Wilkins Diamond Surround Sound (655 ватт) -- Задние сиденья EXECUTIVE LOUNGE -- EXECUTIVE LOUNGE Rear Console -- Стеклянная накладка Crafted Clarity -- HEAD-UP Проекционный дисплей -- Индикация давления в шинах -- Комфортный доступ -- Автодаводчик дверей -- BMW ICONIC Glow -- Heat Comfort package Front and Rear -- Cold-climate version -- Панорамная стеклянная крыша SKY LOUNGE (подцветка) -- Многофункциональный дисплей на приборной панели -- CLIMATE COMFORT Laminated Glass -- Боковые солнцезащитные шторки для задних пассажиров -- Ножные коврики Velours -- Driving Assistant Professional (DISTRONIC) -- BMW CRYSTAL Headlights Iconic Glow -- Система ""Parking Assistant Plus"" (Система кругового обзора) -- Сопровождающее освещение салона -- Автоматическое включение дальнего света -- Travel & Comfort package -- Smartphone Integration package -- Preparation for Apple CarPlay -- Wireless Charging tray -- BMW Live кокпит Professional -- Электропривод багажника -- Автоматический 4 зональный контроль климата с расширенными функциями, -- Знак аварийной остановки и аптечка и др. Куплена у официального дилера в Баку. Имеется ГАРАНТИЯ на 4 года (200000км).. Убедительная просьба несерьезным НЕ БЕСПОКОИТЬ! Звонить ТОЛЬКО реальным клиента.",,Rəsmi diler,,
1,21900,AZN,Bakı,Toyota,Corolla,2013,Sedan,Yaş Asfalt,1.8 L/130 a.g./Benzin,78 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,7486,"Yüngül lehimli disklər, ABS, Lyuk, Mərkəzi qapanma, Park radarı, Kondisioner, Dəri salon, Arxa görüntü kamerası","En FULL variant ! Ideal Avtomobil. Cox seliqelidir. Original yurush !!  BEZKRASSKA AXTARANLAR NARAHAT ETMESIN !!! Avtomobilin umumiyyetle vurug udari olmayib , yalniz xirda ciziglara gore reng deyen yerleri var . Hec bir hava yasdigi acilmayib !  Muherrik ve suretler qutusu ideal .  Heç Bir Xərc Tələb Etmir  Yeni Avtomobildən Seçilmir  Tezelikle butun lazimi xercler cekilib. Cox seliqeli avtomobildir.  TƏCİLİ olaraq ORİJİNAL yürüşü və BOYASIZ olan avtomobilinizi satmaq ,barter etmək və ya satışa çıxarmaq istəyirsinizsə Bizə müraciət edə bilərsiniz !  Unvan : Hesen Bey Zerdabi 78( Qelebe dairesinden , 20 yanvar istiqametine geden yol, Dovlet Sosial Mudafiye Fondu-nun yani).",1,Digər,5,
0,13000,EUR,Ağdaş,Ford,Fusion,2015,Sedan,Gümüşü,2.0 L/240 a.g./Benzin,95 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,2515,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Arxa görüntü kamerası, Yan pərdələr","Maşın Azərbaycanda ilk sahibiyəm və auksion şəkillərini VIN kod ilə google/bidfax-da tapa bilərsiniz. Azərbaycana yüngül qəza ilə gəlib və şarları atmayıb. Bakıya 30 Aprel 2020-də çatıb və Performance center-de təmir etdirmişəm. Azərbaycanda heç bir qəzası olmayib!!! 4-5min km dən bir yağı (+filtreleri) Meguin ilə dəyişdirilir​.​ Nömrəsiz satılır və nömrə qalacaqsa əlavə 500 manat qiymətə əlavə olunacaq. Orginal 95000 km (59000 mil), AWD. Titianum deyil ancaq ​Titanim​​dan üstün funksilari var. Auto parking (özü park etmə), Lyuk, 18-lik disklər, ön radar və s. Ön buferdə sag tərəfdə və sol padnoşkada xirda kosmetik işləri var və səkildə görünür. Sentyabr 2022 ildən xaricdə yaşadığımdan maşın çoxda sürülmür​ və bu səbəbdən satıram.​ Hal-hazırda Ağdaşda üstü bağlı şəkildə saxlanilir. Motor yağını, filterleri 4 May 2023 tarixində yenidən dəyişilib.  Maşın ölkəyə gəldikdən sonra etdiyim xidmətlər: - Salon və rola çexol çəkilib,  - Kimyəvi təmizlənmə edilib(ölkəyə gələn kimi), - Ayaqaltilar dəyişilib Double mat qoyulub, - Karobka yağı dəyişilib, - Təkərləri (təzə Nexen) dəyişilib və 10000 km dən bir təkərlərin yerləri dəyişilib, - Əyləc qəlbləri (Kale firması) dəyişilib, - Vetrovik + plonka(arxa və yan xırda şüşələr) qoyulub, - Təqribən 75000 km də EVAP dəyişilib və problemsiz EVAP qoyulub. Indiyə kimi problem yaratmayıb, - Təqribən 70000 km də şamları (Sveça) 'E3.74 E3 Premium Automotive Spark Plugs' ilə dəyişilib və benzin sərfiyyatında fərq edib, - 4000-4500 km dən bir yağ/yağ filteri Meguin yağı ilə deyisilib. + Hər yağ dəyişmədə Meguin Motor Safe qatqısı əlavə edilib, - Hava filteri 8000-10000 km den bir dəyişilib.  - Salon filteri hər 6 ayda 1 dəfə dəyişilib. Axırıncı dəfə 89000 km də dəyişilib, - 90000 km-də yeni akkumulyator (Batareya) qoyulub. Şəxsi maşınım olduğundan diqqətli sekilde çox yaxşı qayğısına qalmışam. Yazdığım xidmətlərdən şübhəniz olmasın. Xaricdə olduğum üçün bu nömrənin WhatsApp-ına yazın.",,Amerika,5,
0,28500,AZN,Bakı,Mercedes,S 550,2006,Sedan,Göy,5.5 L/388 a.g./Benzin,190 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 26.05.2023,288,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası","Salam maşın ideal vəziyyətdədir Mator,karopka saat kimidir Vuruq,udar,dəyən yeri qətiyyən olmayıb Kosmetikaya ehtiyacı yoxdur 2006 buraxılış 2007 model Long və polnu full versiyadir •Ön və arxa sdenya qızdırıcısi,soyuducusu •Adaptiv faralar •Lyuk •Climate kontrol( həm qabaq ,həm  arxa sərnişinlər üçün) •Dəri salon •Memory paket •Zavod spinka monitorlar •Distronik •Öz sinfinin 2018ci ilinin diskləri Təkərlər təzədir Matorun və karopkanin yağı yeni dəyişilib 2ci maşın kimi istifadə olunub Bir sözlə otur sür maşındır",2,,5,
0,9800,AZN,Bakı,BMW,320,2002,Sedan,Ağ,2.2 L/170 a.g./Benzin,257 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,9403,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Kondisioner, Ksenon lampalar, Oturacaqların ventilyasiyası",2.2 n54 matordu bilen bilir. Mator karobqa xadavoy yaxşı vəziyyətdədir. Kosmetik işleri olduğu üçün ucuz verirəm. Mawin demək olarki sürülmür ikinci mawin kimi qalıb həyətdə . Real alıcı narahat eləsin qiymətde razılaşariq,,Avropa,,
0,18800,AZN,Bakı,Kia,Optima,2011,Sedan,Tünd qırmızı,2.0 L/274 a.g./Benzin,120 701 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,3785,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Oturacaqların ventilyasiyası",Maşın idyal vezyededi heç bir problemi yoxdur.istelinen yerde yoxladira bilərsiz tecili satılır riyal alıcıya indirim olacaq,2,Amerika,5,
0,33900,USD,Bakı,Toyota,Land Cruiser,2008,Offroader / SUV,Ağ,4.7 L/288 a.g./Benzin,194 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,3176,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr","Avtomobil ideal veziyetdedir. Full salon !!! Toyota Servisden alinib!!! Sade 4 matorlarnan bir tutmayin. Nomresiz satilir!!! Orginal probeg. Vurugu udari yoxdur. Masin obeswumka olunub(Tam sessizlik) Iki qat wuweler!!! 10 Airbag (Surucu ve sernisin ayaqlarinda bele var) Weher ici 18-20 L Trasda 10-11 Litr Benzin iwledir!!! NE XERC CIXSA 5 QATINI QIYMETDEN CIXILACAQ!!! 300-400 min km Getmish probegi cekilib 100-150 min arasi olan masinlarla bir tutmayin!!! Gorulen isler(Hamisi orginal detallardan istifade olunub): Hamsinin videosu ve cekleri var!!! Tekerler + Akumlyator + Matorun yagi hava filteri+ Toyota servis 05.05.23 10000km Matorun ic remeni rolikleri+ 80000km zemanet Karopkanin bublikin manjeti+ Karopkanin yagi ve filteri, karterin praklatkasi+ 60000 km zemanet+ Matorun ve karobkanin arxa salnikleri+ Matorun col 2 rolikleri,gidramuftanin pacemniki ve natjiteli+ Pompa+ antifriz+ Ust kriskanin salnikleri+ Arxa sag amartizator+ Farsunka+ zaslonka+ sveca+ babin+ SIGORTA+ Barter:Bmw F10, Bmw 740i 2009-2011 3 mator",0,Rəsmi diler,7,
0,38800,AZN,Bakı,Toyota,Prado,2009,Offroader / SUV,Qara,2.7 L/163 a.g./Benzin,199 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,494,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası",Tecılı satılır. Hec bır prablemı yoxdur. Alıcı ısdenılen yerde yoxlada bıler. Vurug udar qetıyen yoxdur.. tekerlerı teze.,2,Rəsmi diler,7,
1,21900,USD,Bakı,Mercedes,S 350,2010,Sedan,Qara,3.5 L/306 a.g./Benzin,140 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,1628,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası","Avtomobil eyni şəkildə göründüyü kimidir , əla vəziyyətdədir. Avtomobilin cəmi bir sahibi olub . Avtomobilin zədəsi və boya dəyən detalı yoxdur.",,Rəsmi diler,,
0,19300,AZN,Bakı,Mercedes,E 320,2003,Sedan,Qara,3.2 L/224 a.g./Benzin,296 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 26.05.2023,5059,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası",Maşin 2012-ci ilden mendedir ilk sahibiyem Avropodan oz sifarişimle getirmişem (isvecireden) Maşin zavod AMG-paketdir E55 modeldir Maşin demek olar ki bez krasadir 1-2detalinda ksok kraska var. Zavod-Katalizatorlarina kimi uzerindedir. 2008-R18 catsiz svarkasiz disk tekerleri tekerler yenidir. Zavod-Harmon Kardon ses sistemi boyuk monitor. Oturacaqlarin qizdirlmasi ve soyutmasi ventiliyasi. Arxa ve qapilarda zavod perde. Mebelni rul rulun qizdirici. Matorun yagi karobkanin yagi yeni deyşilib peredok sisteminde her şey yenisi ile evez olunub. Isdediyiniz servisde yoxlatdirmaq mumkundur. Ozune saglam maşin axtaranlar buyursun. (Maşin nomresiz satilir),,Avropa,,
0,7500,AZN,Gəncə,Daewoo,Nexia,2008,Sedan,Bej,1.5 L/90 a.g./Benzin,298 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənib", 28.05.2023,169,"Mərkəzi qapanma, Kondisioner, Yan pərdələr",,,,5,
0,35700,AZN,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,236 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,599,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası","Maşın 08.12.2022 ci ildə Azərbaycana gətirilib. Bütün rasxodları yenilənib,rulevoy yiqilib. Avtomobilin özü özünü park etmə sistemi, start stop , keyless go sistemi,zolağı tanıma zolağa nezarət sistemi, oturacaqların qızdırılması və ventiliyasiyası,sükan qızdırıcısı,sükanın rejimləri(comfort,normal,sport),zavod arxa yan pərdələr,220 volt elekrik desteyi var.Maşını özüm sifariş edib gətirmişəm və lyuksuz model seçmişəm.Maşının probegi 236 mindir probegi cekilib 150ye goyulmayıb.Maşın bez kraskadır və indiyə gədər cəmi 80$lıq hadisəsi olub vuruqsuz udarsızdır.Gələn gündən Paşa sığortadan 1300 manata tam kasko sığorta olunub(37700 manatlıq).Bir sözlə maşın super vəziyyətdədir. Real alıcılar narahat etsin barter olunmur.",2,Koreya,5,
0,23700,USD,Bakı,Toyota,Corolla,2022,Sedan,Ağ,1.6 L/124 a.g./Benzin,2 700 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,501,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Kondisioner, Ksenon lampalar",Rəsmi dilerdən 10 il və ya 160.000 km zəmanəti var. BEZ KRASKA. Təzə maşındır. Barter mümkündür yalnız avtomobil ilə.,1,Rəsmi diler,5,
0,3400,AZN,Sumqayıt,LADA (VAZ),2106,1985,Sedan,Ağ,1.5 L/65 a.g./Benzin,50 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,246,,Otur sur masindi. Mator karopka ela . Mator 03 bez nomer qeyd olunub. Yeni masin aldiqimucun satiram.,4 və daha çox,Rusiya,,
1,36500,AZN,Sumqayıt,Hyundai,Tucson,2018,Offroader / SUV,Mavi,2.0 L/150 a.g./Benzin,69 202 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,1283,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr",Texniki ve elektron tam qaydasindadi. Yeni masindan demek olarki secilmir. Hecbir xerci yoxdu. Kredit mumkundur Ilkin odenis _16.000man 36aya kimi kredit mumkundur,,Amerika,5,
0,14100,AZN,Bakı,Nissan,Tiida,2012,Hetçbek,Qara,1.5 L/109 a.g./Benzin,86 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,1035,"ABS, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası",maşın idealdi polnu full Android manitor eqa ayaq altı start stop acarsiz daxil olma bez krasqa maşındi.,1,Yaponiya,5,
1,61900,USD,Bakı,Lexus,LX 570,2014,Offroader / SUV,Ağ,5.7 L/383 a.g./Benzin,87 900 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,2247,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Oturacaqların ventilyasiyası","Lexus Bakı mərkəzindən alinib Avtomobil 2018 modelə yığılıb Texpasporta qeyd olunub Avtomobil ideal vəziyyətdədir Modelin full komplektasiyasi Original yurush Rəng dəyən detalı yoxdur Hec bir xerc teleb etmir Mator karopka xadovoyu saz veziyyetdedir Texniki ve ya elektroniki hec bir problemi yoxdur. Xahiw olunur zeng ederken qiymetle bagli müzakire aparmayin! Barter yalniz avtomobille mumkundur! Geniş Avtomobil Çeşidi,Keyfiyyətə Zəmanət Və Rahat Rəsmiləşdirmə. Bütun Avtomobillərə Abu Dabi Cars №1 də Baxa Bilərsiniz! Ünvan: Nizami r, Babək pr. 61C (GM serviz, Arzu şadlıq evi ile üzbəüz)",,Rəsmi diler,7,
0,34800,USD,Bakı,BMW,530,2017,Sedan,Ağ,2.0 L/249 a.g./Benzin,38 400 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 24.05.2023,10661,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası",Avtomobil tərəfimdən ölkəyə yeni gətirilib. İnteryer və eksteriyeri ideal vəziyyətdədir. Avtomobildə heç bir nasazlıq yoxdur. İstənilən servisdə yoxlada bilərsiz. Bu vəziyyətdə qeyd edilən qiymətə avtomobil yoxdur.,,,5,
1,22300,AZN,Bakı,LADA (VAZ),Niva,2021,Offroader / SUV,Göy,1.7 L/83 a.g./Benzin,6 700 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib", 20.05.2023,28542,"Yüngül lehimli disklər, ABS, Mərkəzi qapanma, Kondisioner, Oturacaqların isidilməsi, Arxa görüntü kamerası",Lada Niva Urban 2021. Avtomobi cemi 6700km yol gedib. Tam olaraq yeni kimidir. Avtomobile elave olaraq 4500azn pul qoyulub. Zemaneti davam edir.,,Rəsmi diler,,
1,25500,AZN,Bakı,LADA (VAZ),Niva Bronto,2023,Offroader / SUV,Qara,1.7 L/83 a.g./Benzin,0 km,Mexaniki,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib", 24.05.2023,18489,"Yüngül lehimli disklər, Mərkəzi qapanma, Kondisioner, Oturacaqların isidilməsi","**** LADA BRONTO LEGEND 2023 **** • Mühərrik - 1.7/8kl/83(a.g) • Sürətlər qutusu - Mexanik(5MT) • Dəm qazının norması - Euro 5 • Uzunluq/Eni/Hündürlük - 3740/1740/1740 • Yük yerinin tutumu - 265/585 • Yanacaq çəninin tutumu - 42L • Yanacaq sərfiyyatı (şəhər/tras, L/100km) - 12.0 • Arxa baş dayaqları 2 ədəd. • ISOFIX uşaq oturacağı montajları • Duman işıqları • Gündüz işıqları • 12V elektrik yuvasi • Baqaj bölməsində 12V elektrik yuvası • Hidrovlik sükanı • Ön qapılar üçün elektrik şüşəqaldiran • Qızdırılan ön oturacaqlar • Xarici güzgülərin istiləşməsi və elektrik idarəsi • Kondisioner • Dam rayı • Təkər 235/75R15 • Müvəqqəti istifadə üçün ehtiyat polad çarx 16 "" ******* Rəsmi Zəmanət 2 il və ya 35000 km",,,,
1,14900,AZN,Xırdalan,Hyundai,i20,2009,Hetçbek,Gümüşü,1.4 L/100 a.g./Benzin,198 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,10603,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Arxa görüntü kamerası, Yan pərdələr",Resmi Dilerden Alinib. Ideal Veziyyetdedi. Alici Istenilen Servizde Yoxlada Biler.. Barter Kredit Lizing Mumkundu.. Xaiw Olunur Zeng Ederken Telefonda Qiymetle Baglj Muzakire Aparmayin,,Rəsmi diler,,
0,12000,AZN,Bakı,Renault,Megane,2005,Universal,Gümüşü,1.5 L/105 a.g./Dizel,480 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,57,"Yüngül lehimli disklər, ABS, Mərkəzi qapanma, Kondisioner","Masin ela veziyyetdedir(6+1 skorus)xadovoy ela,hecbir problemi yoxdur,cox ekanom masindir 5-6litr yanacaq yandirir.capilmis masinlarla sehv salmayin bele megane seherde cox azdir motor siemens butun rasxodnileri deyisilib qiymet sondur qiymete gore narahat etmeyin",2,Digər,5,
1,41000,USD,Bakı,Mercedes,E 300,2016,Sedan,Qara,2.0 L/245 a.g./Benzin,59 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,20927,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası",mercedes e 300,1,Amerika,5,
0,14800,AZN,Bakı,Chevrolet,Cruze,2015,Sedan,Qara,1.4 L/153 a.g./Benzin,224 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 26.05.2023,1017,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası",Axşamniz xeyir ölkeden getiyme göre satram maşni  LTZ ERS Ponlu fuldu maşin tam idyal veziyetdedir heç bir xerci yoxdu nece lazimdsa qulug elemşem maşna gündelik sürdüyüm maşndi harda üreyviz isteyir yoxlatra bilersiz maşna Apşeron gencler şeherciyinde baxmaq olar,2,Amerika,5,
0,5600,AZN,Bakı,LADA (VAZ),2107,2008,Sedan,Ağ,1.6 L/75 a.g./Benzin,72 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,343,"Mərkəzi qapanma, Dəri salon, Yan pərdələr","Maşın normaldı,xırda para rəng isdiyir,birdə kardanda yungül vurma var,qapılar sidenkalar paxlava yığılıb,maşın əhmədlidədi",2,,,
0,12700,USD,Bakı,Hyundai,Elantra,2018,Sedan,Qırmızı,1.4 L/128 a.g./Benzin,75 000 km,Avtomat,Ön,Xeyr,"Vuruğu var, rənglənməyib", 27.05.2023,5888,"Yüngül lehimli disklər, ABS, Yağış sensoru, Mərkəzi qapanma, Kondisioner, Oturacaqların isidilməsi, Arxa görüntü kamerası","Yaxşı vəziyyətdə,təcili satılır.",2,Amerika,5,
1,35800,AZN,Bakı,Kia,Sorento,2012,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,175 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 25.05.2023,7440,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Yan pərdələr, Oturacaqların ventilyasiyası","Avto Salon  🔸️🔸️Pro Cars🔸️🔸️ 🔸️🔸️Avtomobillərin 🔸️🔸️Alışı 🔸️🔸️Satışı 🔸️🔸️Barteri 🔸️🔸️Krediti 🔸️🔸️Lizingi 🔸️🔸️Ünvan: Bakı-Sumqayıt ş. 18-ci km (Saray postuna 1.5 km qalmış) 🔸️🔸️Müştərilətin məmnum qalması üçün çalışırıq KOREYA-Avtomobil KOREYA daxili bazarından alınıb ve ölkəyə yeni gəlib.Avtomobildə heç bir vuruq,udar,dəyişən detal yoxdur.Mator,karopka,elektronika,texniki gostəricilər tam idealdir.Salon ve kuzov tam ideal saxlanilib ve hec bir kosmetik işə ehtiyyaci yoxdur.Prabeq orjinaldir.Xərc tələb etmir.Bütün funkslyalarl işləkdir.Tam sağlam ve baxlmlı maşındır.Sinifinin FULL VERSİYASIDIR.barter mumkundur…",,Koreya,5,
0,4000,AZN,Bakı,LADA (VAZ),2106,1990,Sedan,Bej,1.6 L/75 a.g./Benzin,96 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 27.05.2023,317,,Salam maşın1990 il 011 mator 4 karopka Normal vəziyətdədir sənədləri tam qaydasında Qiymətdə razılaşmağ olar hər gün sürülən maşındlr,,Rusiya,,
0,11500,AZN,Quba,Mercedes,C 200,1996,Sedan,Göy,2.0 L/136 a.g./Benzin,447 544 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib", 28.05.2023,105,,Maşinda heç bir prablem yoxdu.öz maşinimdı.harda isdəsəz yoxlada bilərsiz.rengi göy metalik.her bir şeyi işləkdi,,,5,
1,24500,AZN,Bakı,Kia,Optima,2012,Sedan,Qara,2.4 L/180 a.g./Benzin,198 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib", 25.05.2023,563,"Yüngül lehimli disklər, ABS, Lyuk, Yağış sensoru, Mərkəzi qapanma, Park radarı, Kondisioner, Oturacaqların isidilməsi, Dəri salon, Ksenon lampalar, Arxa görüntü kamerası, Oturacaqların ventilyasiyası","2012 Kia Optima SERVIZ❗❗❗ 2.4 sade Doch motor, sade karobka Orijinal yurus❗❗❗ Ksenon on fenerler adaptiv Led duman fenerleri Tam panoramik tavan Qatlanan yan guzguler Keyless-go system 18 lik orijinal zavod diskler Surucu ve sernisine gore elektronik tenzimlenen oturacaqlar Surucu oturacaginin 2 rejimli yaddas paketi Deri salon Surucuye gore teleskopik tenzimlenen multifunksional mebel sukan Sukanda lepestoklar Start/stop Criuise control 2 zonali clima kontrol 8 inc usb/aux/mp3/cd ve dvd destekleyini touch schreen monitor On surucu ve sernisin ucun oturacaq qizdiricisi ve ventilyasiyasi Arxa radarlar Arxa kamera Infinity surround ses sistemi Arxa led stoplar Eco comfort ve sport rejimler Avtomobil seliqeli ve baximlidir Serviz 2.4 motorun full modelidi. Unvan:Rustem Rustemov 26. Neon sadliq sarayindan uzu Neftciler metrosu istiqametine gelende yolun sag hissesinde",,,5,
